source,figure_ref,page,caption
ar4_wg3_full_report-1.pdf,Figures ,221,"Figures 3.28 and 3.29 show that additional land-based 
abatement is expected to be cost-effective with tighter 
stabilization targets and/or higher baseline emissions (e.g. see 
the IMAGE 2.3 results for various stabilization targets and the 
MESSAGE 4.5 W/m2 stabilization results with B2 (EMF-21) and 
A2r baselines). Biomass is largely responsible for the additional 
abatement; however, agricultural and forestry abatement are 
also expected to increase. How they might increase is model 
and time dependent. In general, the overall mitigation role of 
agricultural abatement of rice methane, livestock methane, 
nitrous oxide (enteric and manure) and soil nitrous oxide is 
projected to be modest throughout the time horizon, with some 
suggestion of increased importance in early decades.
"
ar4_wg3_full_report-1.pdf,Figure 3.28:,221,"Figure 3.28: Cost-effective agriculture, forest, and commercial biomass annual 
greenhouse gas emissions abatement from baselines from various 2100 stabilization 
scenarios (note y-axes have different ranges).
"
ar4_wg3_full_report-1.pdf,Figure 3.29:,222,"Figure 3.29: Cumulative cost-effective agricultural, forestry, and biomass abatement 2000–2100 from various 2100 stabilization scenarios.
"
ar4_wg3_full_report-1.pdf,Figure 3.30:,222,"Figure 3.30: Commercial biomass primary energy scenarios above baseline from 
various 2100 stabilization scenarios.
"
ar4_wg3_full_report-1.pdf,Figure 3.31 ,228,"Figure 3.31 shows the relationship between carbon prices and 
the CO2 mitigation rates from the baseline in 2050 in some major 
countries and regions such as the USA, Japan, EU-15, India, 
China, Former Soviet Union (FSU) and Eastern Europe, taken 
from the literature since the TAR (Hanaoka et al., 2006). In the 
developing countries there are many scenarios where relatively 
high CO2 reductions are projected even with low carbon 
prices. With high prices in the range of 100-150 US$/tCO2 (in  
2000 US dollars) more CO2 reductions are expected in China and 
India than in developed countries when the same level of carbon 
price is applied.
"
ar4_wg3_full_report-1.pdf,Figure 3.31:,228,"Figure 3.31: Relationship between carbon prices and CO2 reduction from baseline in 2050 in selected countries taken from the literature published since the TAR. 
"
ar4_wg3_full_report-1.pdf,Figure 3.32:,230,"Figure 3.32: Median, 25th and 75th percentile of global cumulative carbon 
emissions by 2100 in the scenarios developed since 2001. 
"
ar4_wg3_full_report-1.pdf,Figure 3.33:,231,"Figure 3.33: Impact of technology on global carbon emissions in reference and climate mitigation scenarios. 
"
ar4_wg3_full_report-1.pdf,Figures ,232,"Figures 3.34 and 3.35 show the ranges of energy technology 
deployment across scenarios by 2030 and 2100 for baseline 
(non-intervention) and intervention (including stabilization) 
scenarios, respectively. The deployment of energy technologies 
in general, and of new technologies in particular, is significant 
indeed, even through the 2030 period, but especially by 2100. 
The deployment ranges should be compared with the current 
total global primary energy requirements of some 440 EJ in 
2000. Coal, oil and gas reach median deployment levels ranging 
from some 150 to 250 EJ by 2030. The variation is significantly 
higher by 2100, but even medians reach levels of close to 600 
EJ for coal in reference scenarios, thereby exceeding by 50% 
the current deployment of all primary energy technologies in 
the world. Deployment of nuclear and biomass is comparatively 
lower, in the range of about 50–100 EJ by 2030 and up to 
ten times as much by 2100. This all indicates that radical 
technological changes occur across the range of scenarios.
"
ar4_wg3_full_report-1.pdf,Figure 3.34:,232,"Figure 3.34: Deployment of primary energy technologies across pre-2001 
scenarios by 2030 and 2100: Left-side ‘error’ bars show baseline (non-intervention) 
scenarios and right-side ones show intervention and stabilization scenarios. The full 
ranges of the distributions (full vertical line with two extreme tic marks), the 25th and 
75th percentiles (blue area) and the median (middle tic mark) are also shown.
"
ar4_wg3_full_report-1.pdf,Figure 3.35:,233,"Figure 3.35: Deployment of primary energy technologies across post-2001 
scenarios by 2030 and 2100: Left-side ‘error’ bars show baseline (non-intervention) 
scenarios and right-side ones show intervention and stabilization scenarios. The full 
ranges of the distributions (full vertical line with two extreme tic marks), the 25th and 
75th percentiles (blue area) and the median (middle tic mark) are also shown.
"
ar4_wg3_full_report-1.pdf,Figure 3.36:,234,"Figure 3.36: The value of improved technology. 
"
ar4_wg3_full_report-1.pdf,Figure 3.37:,236,"Figure 3.37: The Iterative Nature of the Climate Policy Process.
"
ar4_wg3_full_report-1.pdf,Figure 3.38 ,238,"Figure 3.38 and Table 3.10 provide an overview of how 
emission scenarios (Section 3.3) relate to different stabilization 
targets and to the likelihood of staying below certain equilibrium 
warming levels. For example, respecting constraints of 2°C 
above pre-industrial levels, at equilibrium, is already outside 
the range of scenarios considered in this chapter, if the higher 
values of likely climate sensitivity are taken into account (red 
curve in Figure 3.38), whilst a constraint of respecting 3°C 
"
ar4_wg3_full_report-1.pdf,Figure 3.38:,239,"Figure 3.38: Relationship between global mean equilibrium temperature change and stabilization concentration of greenhouse gases using: (i) ‘best estimate’ climate sensitivity 
of 3°C (black), (ii) upper boundary of likely range of climate sensitivity of 4.5°C (red), (iii) lower boundary of likely range of climate sensitivity of 2°C (blue) (see also Table 3.9). 
"
ar4_wg3_full_report-1.pdf,Figure 3.39:,243,"Figure 3.39: Factors influencing the social costs of carbon.
"
ar4_wg3_full_report-1.pdf,Figure 3.40:,249,"Figure 3.40: Permit price versus level of emission reduction – total economy in 
2030 (the natural logarithm of the permit price is used for the x-axis). The uncertainty 
range indicated is the 68% interval.
"
ar4_wg3_full_report-1.pdf,Figure 3.41:,250,"Figure 3.41: Permit price versus emission reduction level – several sectors in 2030 (vertical lines indicate levels at 20, 50 and 100 US$/tCO2).
"
ar4_wg3_full_report-1.pdf,Figure 4.1:,267,"Figure 4.1: Complex interactions between primary energy sources and energy carriers to meet societal needs for energy services as used by the transport (Chapter 5), 
buildings (6), industry (7) and primary industry (8 and 9) sectors.
"
ar4_wg3_full_report-1.pdf,Figure 4.2:,268,"Figure 4.2: Global annual primary energy demand (including traditional biomass), 
1971 – 2003 by region. 
"
ar4_wg3_full_report-1.pdf,Figure 4.3:,269,"Figure 4.3: The conversion from primary energy to carriers and end-uses is an 
essential driver of efficiency, exemplified here by the case of lighting. Primary fuel 
inputs can be reduced using more efficient generation plants, but also to a greater 
degree by more energy-efficient technologies (as described in Chapters 5, 6 and 7)
"
ar4_wg3_full_report-1.pdf,Figure 4.4:,270,"Figure 4.4: Global energy flows (EJ in 2004) from primary energy through carriers to end-uses and losses. Related carbon dioxide emissions from coal, gas and oil combus-
tion are also shown, as well as resources (vertical bars to the left). 
"
ar4_wg3_full_report-1.pdf,Figure 4.5:,271,"Figure 4.5: World primary energy consumption by fuel type. 
"
ar4_wg3_full_report-1.pdf,Figure 4.6:,272,"Figure 4.6: Global trends in carbon dioxide emissions from fuel combustion by 
region from 1971 to 2004. 
"
ar4_wg3_full_report-1.pdf,Figure 4.7:,274,"Figure 4.7: Global annual energy consumption per capita by region (toe/capita). 
"
ar4_wg3_full_report-1.pdf,Figure 4.8:,278,"Figure 4.8: Estimates of the global ultimate extractable conventional oil resource 
by year of publications. 
"
ar4_wg3_full_report-1.pdf,Figure 4.9:,281,"Figure 4.9: Evolution of nuclear power systems from Generation I commercial reactors in the 1950s up to the future Generation IV systems which could be operational after 
about 2030. 
"
ar4_wg3_full_report-1.pdf,Figure 4.10:,282,"Figure 4.10: Estimated years of uranium-resource availability for various nuclear 
technologies at 2004 nuclear-power utilization levels.
"
ar4_wg3_full_report-1.pdf,Figure 4.11:,283,"Figure 4.11: Investment costs and penetration rates for PV, wind and bioethanol 
systems showing cost reductions of 20% due to technological development and 
learning experience for every doubling of capacity once the technology has matured.
"
ar4_wg3_full_report-1.pdf,Figure 4.12:,285,"Figure 4.12: Development of wind-generation costs based on Danish experience 
since 1985 with variations shown due to land surface and terrain variations (as 
indicated by roughness indicator classes which equal 0 for open water and up to 3 
for rugged terrain).
"
ar4_wg3_full_report-1.pdf,Figure 4.13:,286,"Figure 4.13: Biomass supplies originate from a wide range of sources and, after conversion in many designs of plants from domestic to industrial scales, are converted to 
useful forms of bioenergy. 
"
ar4_wg3_full_report-1.pdf,Figure 4.14:,287,"Figure 4.14: World biomass energy flows (EJ/yr) in 2004 and their thermochemical and biochemical conversion routes to produce heat, electricity and biofuels for use by the 
major sectors. 
"
ar4_wg3_full_report-1.pdf,Figure 4.15:,288,"Figure 4.15: Biomass sources from land used for primary production can be 
processed for energy with residues available from primary, secondary and tertiary 
activities.
"
ar4_wg3_full_report-1.pdf,Figure 4.16:,291,"Figure 4.16: Annual average wave-power density flux (kW/m at deep water) 
"
ar4_wg3_full_report-1.pdf,Figure 4.17:,292,"Figure 4.17: Dynamic interplay between energy sources, energy carriers and energy end-uses.
Energy sources are shown at the lower left; carriers in the middle; and end-uses at the upper right. Important intersections are noted with circles, small blue for transformations 
to solid energy carriers and small pink to liquid or gaseous carriers. Large green circles are critical transformations for future energy systems.
"
ar4_wg3_full_report-1.pdf,Figure 4.18:,293,"Figure 4.18: Ratio of electricity to total primary energy in the US since 1900. 
"
ar4_wg3_full_report-1.pdf,Figure 4.19:,294,"Figure 4.19: GHG emissions for alternative electricity-generation systems. 
"
ar4_wg3_full_report-1.pdf,Figure 4.20:,294,"Figure 4.20: Routes to hydrogen-energy carriers from solar-energy sources. 
"
ar4_wg3_full_report-1.pdf,Figure 4.21:,295,"Figure 4.21: Carbon dioxide emissions and conversion efficiencies of selected coal 
and gas-fired power generation and CHP plants.
"
ar4_wg3_full_report-1.pdf,Figure 4.22:,296,"Figure 4.22: CCS systems showing the carbon sources for which CCS might be relevant, and options for the transport and storage of CO2.
"
ar4_wg3_full_report-1.pdf,Figure 4.23:,298,"Figure 4.23: Comparison of net electricity production per 1000MWe of installed 
capacity for a range of power-generation technology systems in Japan. 
"
ar4_wg3_full_report-1.pdf,Figure 4.24:,300,"Figure 4.24: Recent growth in distributed electricity generation using fossil-fuel 
resources in North America.
Source: EPRI, 2003. 
"
ar4_wg3_full_report-1.pdf,Figure 4.25:,301,"Figure 4.25: Indicative comparison of selected primary energy-supply baseline 
(reference) and policy scenarios from 2004 to 2030 and related total energy-related 
emissions in 2004 and 2030 (GtCO2-eq) 
"
ar4_wg3_full_report-1.pdf,Figure 4.26:,302,"Figure 4.26: Predicted world energy sources to meet growing demand by 2030 based on updated SRES B2 scenario. 
"
ar4_wg3_full_report-1.pdf,Figure 4.28:,303,"Figure 4.28: External costs (€/MWh) of current and more advanced electricity systems associated with emissions from the operation of the power plant and the rest of the 
fuel-supply chain (EU, 2005). ‘Rest’ is the external cost related to the fuel cycle (1 € = 1.3 US$ approximately).
"
ar4_wg3_full_report-1.pdf,Figure 4.27:,303,"Figure 4.27: Projected power-generating levelized costs for actual and planned coal (C), gas (G) nuclear (N), wind (W) and hydro (H) power plants with assumed capital inter-
est rates of 5 or 10%.
"
