image_id,source,caption,image_path
236,2007 The Physical Science Basis.pdf,"Figure 10.29. Projections and uncertainties for global mean temperature increase in 2090 to 2099 (relative to the 1980 to 1999 average) for the six SRES marker scenarios. 
The AOGCM means and the uncertainty ranges of the mean -40% to +60% are shown as black horizontal solid lines and grey bars, respectively. For comparison, results are 
shown for the individual models (red dots) of the multi-model AOGCM ensemble for B1, A1B and A2, with a mean and 5 to 95% range (red line and circle) from a fi tted normal 
distribution. The AOGCM mean estimates for B2, A1T and A1FI (red triangles) are obtained by scaling the A1B AOGCM mean with ratios obtained from the SCM (see text). The 
mean (light green circle) and one standard deviation (light green square) of the MAGICC SCM tuned to all AOGCMs (representing the physics uncertainty) are shown for standard 
carbon cycle settings, as well as for a slow and fast carbon cycle assumption (light green stars). Similarly, results from the BERN2.5CC EMIC are shown for standard carbon 
cycle settings and for climate sensitivities of 3.2degC (AOGCM average, dark green circle), 1.5degC and 4.5degC (dark green squares). High climate sensitivity/low carbon cycle and 
low climate sensitivity/high carbon cycle combinations are shown as dark green stars. The 5 to 95% ranges (vertical lines) and medians (circles) are shown from probabilistic 
methods (Wigley and Raper, 2001; Stott and Kettleborough, 2002; Knutti et al., 2003; Furrer et al., 2007; Harris et al., 2006; Stott et al., 2006b). Individual model results are 
shown for the C4MIP models (blue crosses, see Figure 10.20). ",./images/236.png
241,ar4_wg3_full_report-1.pdf,"Figure 4.27: Projected power-generating levelized costs for actual and planned coal (C), gas (G) nuclear (N), wind (W) and hydro (H) power plants with assumed capital inter-
est rates of 5 or 10%.",./images/241.png
242,2007 The Physical Science Basis.pdf,"Figure 11.11. Temperature anomalies with respect to 1901 to 1950 for fi ve North American land regions for 1906 to 2005 (black line) and as simulated (red envelope) by 
MMD models incorporating known forcings; and as projected for 2001 to 2100 by MMD models for the A1B scenario (orange envelope). The bars at the end of the orange enve-
lope represent the range of projected changes for 2091 to 2100 for the B1 scenario (blue), the A1B scenario (orange) and the A2 scenario (red). The black line is dashed where 
observations are present for less than 50% of the area in the decade concerned. More details on the construction of these fi gures are given in Box 11.1 and Section 11.1.2.",./images/242.png
248,WGIII_TAR_full_report.pdf,Figure 8.18: Global average GDP reduction in 2050 for alternative stabilization targets and six SRES reference scenarios.,./images/248.png
249,2007 The Physical Science Basis.pdf,"Figure 9.14. Comparison between reanalysis and climate-model simulated global monthly mean anomalies in tropopause height. Model results are from two different PCM 
(Table 8.1) ensemble experiments using either natural forcings, or natural and anthropogenic forcings (ALL). There are four realisations of each experiment. Both the low-pass 
fi ltered ensemble mean and the unfi ltered range between the highest and lowest values of the realisations are shown. All model anomalies are defi ned relative to climatological 
monthly means computed over 1890 to 1999. Reanalysis-based tropopause height anomalies estimated from ERA-40 were fi ltered in the same way as model data. The ERA-40 
record spans 1957 to 2002 and was forced to have the same mean as ALL over 1960 to 1999. After Santer et al. (2003a) and Santer et al. (2004).",./images/249.png
252,Guatemala_PCE_annual_country_report_2019_English.pdf,Figure 4: Major budget categories for Global Fund TB grants in Guatemala,./images/252.png
253,ar4_wg3_full_report-1.pdf,"Figure 1.2: Sources of global CO2 emissions, 1970-2004 (only direct emissions by sector).
1) Including fuelwood at 10% net contribution. For large-scale biomass burning, averaged data for 1997-2002 are based on the Global Fire Emissions Database satellite 
data (van der Werf et al., 2003). Including decomposition and peat fires (Hooijer et al., 2006). Excluding fossil fuel fires.
2) Other domestic surface transport, non-energetic use of fuels, cement production and venting/flaring of gas from oil production.
3) Including aviation and marine transport.",./images/253.png
254,2007 The Physical Science Basis.pdf,"Figure 10.31. Projected global average sea level rise (m) due to thermal expansion during the 21st century relative to 1980 to 1999 under SRES scenarios A1B, A2 and B1. 
See Table 8.1 for model descriptions.",./images/254.png
255,2007 The Physical Science Basis.pdf,"Figure 3.36. Time series of northern Australian (north of 26degS) wet season 
(October-April) rainfall (mm) from 1900/1901 to 2004/2005. The individual bar 
corresponds to the January of the summer season (e.g., 1990 is the summer of 
1989/1990). The smooth black curve shows decadal variations (see Appendix 3.A). 
Data from the Australian Bureau of Meteorology.",./images/255.png
256,WGII_TAR_full_report-2.pdf,"Figure 5-7: Simulated changes in thermal habitat for fish in the continental United States. Left panel is modified from Keleher
and Rahel (1996). Center panel is modified from Mohseni and Stefan (2000) and Fang et al.(1998). Right panel is modified
from McCauley and Beitinger (1992). Simulation is for a 2xCO2 climate from the Canadian Climate Model and represents air
temperature increases of 3-6.5oC in different parts of the United States. Coldwater fish include trout and salmon; coolwater
fish include yellow perch, walleye, northern pike, and white sucker; and warmwater fish include sunfish (black basses, bluegill,
pumpkinseed) and common carp. ",./images/256.png
258,Guatemala_PCE_annual_country_report_2019_English.pdf,Figure 23. Cost of Legal Advice per Sub-recipient,./images/258.png
261,SRREN_Full_Report-1.pdf,"Figure 9.15 | Comparison of fatality rates and maximum consequences of currently operating large centralized and decentralized energy technologies. Fossil and hydropower is based 
on the ENSAD database (period 1970 to 2008); for nuclear PSA is applied; and for other renewable sources a combination of available data, literature survey and expert judgment 
is used. See Annex II for methodological details. Note: RBMK = reaktor bolshoy moshchnosty kanalny,a boiling water-cooled graphite moderated pressure tube type reactor; PWR = 
pressurized-water reactor; CHP = combined heat and power; EGS = Enhanced Geothermal Systems. ",./images/261.png
262,SRREN_Full_Report-1.pdf,"Figure 2.23 | (a) The global primary energy supply from biomass in long-term scenarios; (b) global biofuels production in long-term scenarios reported in secondary energy terms of 
the delivered product (median, 25th to 75th percentile range and full range of scenario results; colour coding is based on categories of atmospheric CO2 concentration levels in 2100; 
the number of scenarios underlying the fi gure is indicated in the right upper corner) (adapted from Krey and Clarke, 2011). For comparison, the historic levels in 2008 are indicated 
by the small black arrows on the left axis. ",./images/262.png
263,Fourth National Climate Assessment  Volume I.pdf,"Figure 2.7: CO2 sources and sinks (GtCO2/yr) over the period 1870-2015. The partitioning of atmospheric emissions 
among the atmosphere, land, and ocean is shown as equivalent negative emissions in the lower panel; of these, the 
land and ocean terms are sinks of atmospheric CO2. CO2 emissions from net land-use changes are mainly from de-
forestation. The atmospheric CO2 growth rate is derived from atmospheric observations and ice core data. The ocean 
CO2 sink is derived from a combination of models and observations. The land sink is the residual of the other terms in 
a balanced CO2 budget and represents the sink of anthropogenic CO2 in natural land ecosystems. These terms only 
represent changes since 1750 and do not include natural CO2 fluxes (for example, from weathering and outgassing 
from lakes and rivers). (Figure source: Le Quere et al. 2016,135 Figure 3). ",./images/263.png
264,ar4_wg3_full_report-1.pdf,"Figure 4.32: IEA member government budgets for total renewable energy R&D annual investments for 1974-2003 (left, a) and investment per capita, averaged between 
1990 and 2003 (right, b). ",./images/264.png
265,WGI_TAR_full_report.pdf,"Figure 7.9: Darwin Southern Oscillation Index (SOI) represented as monthly surface pressure anomalies in hPa. Data cover the period from
January 1882 to December 1998. Base period climatology computed from the period January 1882 to December 1981. The step function fit is
illustrative only, to highlight a possible shift around 1976 to 1977.",./images/265.png
267,Guatemala_PCE_annual_country_report_2019_English.pdf,"Figure 22. Trend of TB cases detected in prisoners, 2014 -2017 ",./images/267.png
269,2007 The Physical Science Basis.pdf,"Figure 7.1. Rainfall, runoff and evapotranspiration derived from climate simulation 
results of Hahmann (H; 2004) and Wang and Eltahir (W; 2000). Hahmann's results are for 
the Amazon centred on the equator, and Wang and Eltahir's for Africa at the equator. Both 
studies examined the differences between 'uniform' precipitation over a model grid square 
and 'variable' precipitation (added to about 10% of the grid square). Large differences are 
seen between the two cases in the two studies: a large reduction in precipitation is seen in 
the Hahmann variable case relative to the uniform case, whereas an increase is seen for 
the Wang and Eltahir variable case. The differences are even greater for runoff: Hahmann's 
uniform case runoff is three times as large as the variable case, whereas Wang and Eltahir 
have almost no runoff for their uniform case.",./images/269.png
270,ar4_wg3_full_report-1.pdf,Figure 6.6: Electricity and gas prices and taxes for households in 2004,./images/270.png
271,SRREN_Full_Report-1.pdf,"Figure 7.12 | Approximate annual average wind electricity penetration in the twenty countries with the greatest installed wind power capacity (Wiser and Bolinger, 2010).",./images/271.png
