semantic_level,sentence
1,"The income is plotted on the horizontal x-axis for the following categories: Poorest (4.1), Poorer (5.2), Middle (9.8), Richer (16.5), Richest (31.7)."
3,The richer have better opportunities than poor people.
4,Poor people don't get the same level health care and might die because of that.
2,The richest have the highest percent of births by C-section (31.7%).
2,The poorest have the lowest percent of births by C-section (4.1%)
2,In 2006/2007 there was a positive correlation between wealth and birth by C-section.
2,The richest of the population accounted for 31.7% of C-sections in comparison to 4.1 percent in the poorest of society .
4,This suggests there is a poverty gap in access to and education in birthing choices and healthcare
3,The richer you are the more likely you are to have a baby delivered by C-section in 2006/2007.
3,There is an exponential rise in babies delivered by C-section as you move along the society ladder in 2006/2007.
2,The richest are 6x more likely to have a baby delivered by C-section than the poorest in 2006/2007.
4,Richer people are more likely to have less children hence there is greater delivery by C-section than poorer people.
2,The richest people are almost twice as likely to have a baby delivered by C-section than the richer and 3x more likely than the middle class.
3,"In the Richest category the percentage of births delivered by C-sections reaches above 30% and in the Rich category is already diminished by half, reaching 15%."
2,"In middle category is about 10%, while in poorer and poorest category is around 5%."
4,This may link to the possibility for the Richest category to reach and afford a better and top quality health system.
2,Richest category has the highest % of births delivered by C-section.
2,The poorest category has the lowest % of births delivered by C-Section.
2,There is an increase in % of C-section births as the categories have a higher income.
4,"Since healthcare isn't free in America I assume it costs more to get the C-section, so the rich were able to get the C-section because they could afford it, or they were treated differently."
4,"The poorest people have the lowest rate of C-sections done, probably because they couldn't afford it or they were treated differently"
2,In years 2006/2007 the most C-section births were given by richest and the least by poorest.
3,The trend is that people with more money gradually increase births given by C-section.
3,"The more financially stable you are, the higher the percentage of c-sections births."
3,This is an exponential increase.
3,"Alternatively, the poorer you are, the higher the percentage of natural births."
3,"During those two years, we notice that people with less wealth are less likely to have their births delivered by C-section."
3,"On the other hand, people with more wealth do have increasingly more chances of getting their births delivered by C-section, with a discrepancy of around 27% between the Richest group and the Poorest, and almost a doubled increased chance between the Richest and the Richer."
1,A horizontal bar chart entitled “Who is Selling the Most Pain Pills in Kentucky?” which shows the Pharmacy Name on the y-axis and the Total Quantity of Opioids on the x-axis from 0K to 1600K with an increment of 200K.
3,The total number of pain pills sold is over 3 million.
2,"The pharmacy selling the most opioids in Kentucky is Rite Aid with 1,435,064."
3,"There are only two pharmacies selling over the million mark, they include Rite Aid and Walgreens."
2,"The pharmacy selling the least number of opioids in Kentucky is Med Care Pharmacy LLC with 47,207."
2,There are 10 pharmacies in Kentucky that sell opioids.
2,Pharmacy named Rite Aid was selling the most opioids in Kentucky from 2006 to 2014.
2,Pharmacy named Med Care Pharmacy was selling the least opioids in Kentucky from 2006 to 2014.
3,"There are two pharmacies that sold more than 1 milion of opioids, and this is Rite Aid and Walgreens."
3,"Rite Aid, Walgreens and CVS dominated in selling opioids in Kentucky."
3,There's almost a monopoly of the sales by the first three sellers.
3,If you add all the sales from the 4th biggest to the last it won't even reach the 3rd highest.
2,Rite Aid is the biggest seller for pain pills in Kentucky.
2,Med Care Pharmacy sold the least pills from the 10 companies included in the chart.
3,"Rite Aid, Walgreens and CVS seem to dominate the market."
3,"The main players in the market are RITE AID, WALGREEN and CVS, all the other pharmacies are far behind them."
